qid,row_id,state_hash,verdict,label,reviewer,at,kind
outcome,47d9fc04#56,71281ec09f6f1998,labeled,failed,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
outcome,47d9fc04#6,9bad20e1192f12aa,labeled,worked,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
outcome,47d9fc04#61,7a13e9f65929b015,labeled,worked,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
outcome,47d9fc04#66,f4120354a757db99,labeled,failed,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
outcome,47d9fc04#7,6286ac59fce90fc1,labeled,worked,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
outcome,6a7964ed#3,83c40e7a10c07d37,labeled,worked,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
outcome,7563bddf#0,c64688932266e7f7,labeled,failed,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
outcome,7563bddf#1,2b7df27ec01223d4,labeled,redirected,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
outcome,7563bddf#4,740ca9708c6f7744,labeled,worked,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
outcome,7563bddf#5,c23d359bd259ae37,labeled,failed,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
outcome,7563bddf#9,f4c601a08fb8c208,labeled,failed,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
outcome,860618e1#18,0a601c19b6ee382e,labeled,worked,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
outcome,860618e1#21,009b0fedfa7f7106,labeled,worked,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
outcome,860618e1#4,e361224e01f3063a,labeled,worked,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
outcome,89cf9e13#5,8300407f07fff6f0,labeled,worked,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
outcome,ba1b4916#1,fdbdcca613d1c023,labeled,redirected,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
outcome,ba1b4916#11,fed3d3ae2f7802a5,labeled,redirected,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
outcome,c84c0ad3#1,dad3a63e0f6be5c5,labeled,worked,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
outcome,c84c0ad3#8,59a99c1ca0308729,labeled,unclear,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
outcome,c84c0ad3#9,967fdadadda5e2f8,labeled,redirected,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
outcome,c99032e9#1,f28c7252469d0aba,labeled,worked,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
outcome,d4c4d47d#12,cd913b72571be243,labeled,worked,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
outcome,d4c4d47d#15,a8d6abb6160e1bf4,labeled,redirected,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
outcome,d4c4d47d#21,b3a9ddb06c49a301,labeled,failed,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
outcome,d4c4d47d#3,4f6d55c0f47e8f2e,labeled,worked,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
outcome,d4c4d47d#5,d295237be1599b33,labeled,worked,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
outcome,da5d32d6#24,5afe66320d43076a,labeled,redirected,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
outcome,da5d32d6#27,f58120de54765419,labeled,worked,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
outcome,da5d32d6#28,3ccc6aa91c05a589,labeled,worked,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
outcome,da5d32d6#32,4acdfc88f7194cdc,labeled,worked,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
outcome,da5d32d6#9,97d19e8a6fc1d2dc,labeled,redirected,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
outcome,f93127ef#1,7381b478d59f1865,labeled,failed,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
outcome,f93127ef#2,1a9f9f4d3663f8a6,labeled,failed,panel:opus+sonnet+sonnet,2026-09-24T15:41:26+00:00,audit
